DISTRICT_CODE,DISTRICT_NAME,PARISH_CODE,PARISH_NAME,PS_CODE,PS_NAME,Reg. Voters,AMURIAT,KABULETA,KALEMBE ,KATUMBA ,KYAGULANYI ,KYAGULANYI %,KYAGULANYI %,MAO ,MAYAMBA ,MUGISHA ,MWESIGYE ,TUMUKUNDE,YOWERI,YOWERI%,YOWERI%,VALID,INVALID,TOTAL,VOTER TURNOUT
62,ISINGIRO,6,KABAARE,2,KAMUTINDA TRADING CENTRE,229,2,0,0,0,4,1.785714286,1.79,0,0,0,0,0,218,97.32142857,97.32,224,5,229,100
62,ISINGIRO,3,KYABAHESI,5,NKONGOORO CHURCH,404,2,0,0,0,5,1.240694789,1.24,0,0,3,0,1,392,97.27047146,97.27,403,1,404,100
65,KIRUHURA,1,BYANAMIRA,3,BYANAMIRA PRI SCH,788,3,0,0,1,12,1.526717557,1.53,1,0,5,0,0,764,97.20101781,97.2,786,2,788,100
45,SSEMBABULE,13,KABAAREKEERA,2,KASHONGOIRE,142,0,0,0,0,4,2.836879433,2.84,0,0,0,0,0,137,97.16312057,97.16,141,1,142,100
46,KAMWENGE,39,KYAKAITABA,1,MBARARA T/C,557,2,0,0,0,12,2.154398564,2.15,0,1,1,0,0,541,97.12746858,97.13,557,0,557,100
62,ISINGIRO,6,NYAMITSINDO,4,KAKYEKA C.O.U,206,0,0,0,0,2,0.9708737864,0.97,0,0,3,0,1,200,97.08737864,97.09,206,0,206,100
91,GOMBA,15,BUYANJA,3,LWAWEBA C.O.U,387,0,0,0,0,11,2.989130435,2.99,0,0,0,0,0,357,97.01086957,97.01,368,19,387,100
62,ISINGIRO,18,NYARUBUNGO,3,NYARUBUNGO II,598,18,0,0,0,0,0,0,0,0,0,0,0,580,96.98996656,96.99,598,0,598,100
27,MBARARA,13,BUNENERO,1,BUNENERO PARISH HQTRS,619,3,2,0,1,8,1.292407108,1.29,1,0,3,0,1,600,96.93053312,96.93,619,0,619,100
45,SSEMBABULE,20,KAKINGA,1,KAKINGA,263,0,0,0,0,7,2.692307692,2.69,0,0,0,0,1,252,96.92307692,96.92,260,3,263,100
62,ISINGIRO,2,KIGARAGARA,2,KASHESHE PRI SCH A,291,9,0,0,0,0,0,0,0,0,0,0,0,282,96.90721649,96.91,291,0,291,100
46,KAMWENGE,3,BUSINGE WARD,1,KIBOGO HOPE NURSERY SCHOOL,321,0,0,0,0,10,3.115264798,3.12,0,0,0,0,0,311,96.8847352,96.88,321,0,321,100
96,NTOROKO,11,KASUNGU,3,KASUNGU P/SCHOOL,636,1,1,1,0,9,1.426307448,1.43,0,0,8,0,0,611,96.83042789,96.83,631,5,636,100
62,ISINGIRO,45,KASHOGA,1,BUSINGYE PENTECOSTAL CHURCH,312,0,0,0,0,8,2.580645161,2.58,0,0,2,0,0,300,96.77419355,96.77,310,2,312,100
34,NTUNGAMO,55,MITOOMA,3,MITOOMA PRI SCH COMPOUND,427,6,0,0,0,4,0.9367681499,0.94,0,0,3,0,1,413,96.72131148,96.72,427,0,427,100
62,ISINGIRO,33,RWENYANGA,2,RWENYANGA C.O.U,494,4,0,0,0,9,1.848049281,1.85,1,0,1,0,1,471,96.71457906,96.71,487,7,494,100
62,ISINGIRO,5,BURUNGAMO,8,BURUNGAMO CATHOLIC CHURCH,362,2,0,1,2,5,1.38121547,1.38,0,0,1,0,1,350,96.68508287,96.69,362,0,362,100
62,ISINGIRO,1,KABAARE,5,RUBEHO,330,0,0,0,0,10,3.048780488,3.05,0,0,1,0,0,317,96.64634146,96.65,328,2,330,100
118,BUTEBO,29,KASUPETE,1,BULALAKA GROUNDS,383,0,0,0,1,12,3.149606299,3.15,0,0,0,0,0,368,96.58792651,96.59,381,2,383,100
62,ISINGIRO,22,KAGAAGA,5,RUMEYA C.O.U,293,0,0,0,0,8,2.730375427,2.73,0,0,1,1,0,283,96.58703072,96.59,293,0,293,100
131,KAZO,29,BYESHEMBE WARD,3,ST MATTHEW PRI SCH,327,0,1,0,0,5,1.557632399,1.56,0,0,4,0,1,310,96.57320872,96.57,321,6,327,100
62,ISINGIRO,15,KIGYENDWA,3,KIGYENDWA COFFEE FACTORY,526,1,0,0,3,12,2.294455067,2.29,0,0,1,0,1,505,96.5583174,96.56,523,3,526,100
62,ISINGIRO,18,RWAKAKWENDA,1,KATOOMA CHURCH SCH,431,4,2,0,0,9,2.088167053,2.09,0,0,0,0,0,416,96.51972158,96.52,431,0,431,100
62,ISINGIRO,8,RUKUUBA,2,NYAMABARE,363,1,0,0,0,6,1.754385965,1.75,0,0,2,0,3,330,96.49122807,96.49,342,21,363,100
65,KIRUHURA,14,BIJUBWE,4,BIJUBWE CATHOLIC SCH,199,0,0,0,0,7,3.51758794,3.52,0,0,0,0,0,192,96.48241206,96.48,199,0,199,100
62,ISINGIRO,49,RWAKASASIRA,1,RWANJOGYERA T C,286,1,0,0,0,3,1.071428571,1.07,0,0,2,3,1,270,96.42857143,96.43,280,6,286,100
62,ISINGIRO,28,KANKINGI,4,KANKINGI,436,3,0,0,0,11,2.52293578,2.52,0,0,2,0,0,420,96.33027523,96.33,436,0,436,100
62,ISINGIRO,6,KABAARE,5,KAREREMA C.O.U,490,0,0,1,0,14,2.874743326,2.87,1,0,1,1,0,469,96.30390144,96.3,487,3,490,100
62,ISINGIRO,6,KABAARE,6,KYOOGA,213,2,0,0,1,5,2.392344498,2.39,0,0,0,0,0,201,96.1722488,96.17,209,4,213,100
34,NTUNGAMO,49,KANYERERE,2,NYAMABEERE PRI SCH,288,1,0,0,0,10,3.533568905,3.53,0,0,0,0,0,272,96.1130742,96.11,283,5,288,100
34,NTUNGAMO,19,RWOHO WARD,1,RWOHO SEC SCH,535,8,0,0,0,12,2.285714286,2.29,0,0,1,0,0,504,96,96,525,10,535,100
96,NTOROKO,10,KIRANGA,2,KIRANGA II FELLOWSHIP CHURCH,356,0,0,0,0,6,1.714285714,1.71,0,0,6,0,2,336,96,96,350,6,356,100
62,ISINGIRO,14,RWANGABO,3,KIJU GROUND,414,0,0,0,0,17,4.106280193,4.11,0,0,0,0,0,397,95.89371981,95.89,414,0,414,100
62,ISINGIRO,29,KIKAGATE WARD,1,KIKAGATE PRI SCH,457,1,0,0,0,14,3.070175439,3.07,1,0,0,1,2,437,95.83333333,95.83,456,1,457,100
62,ISINGIRO,5,RUBOROGOTA,4,RUBOROGOTA PARISH HQTRS B,311,3,0,0,0,9,2.893890675,2.89,0,0,0,0,1,298,95.81993569,95.82,311,0,311,100
27,MBARARA,32,MITOOZO,4,ORUBARE TRADING CENTRE (M-Z),501,4,0,0,0,12,2.443991853,2.44,0,0,5,0,0,470,95.72301426,95.72,491,10,501,100
62,ISINGIRO,1,KASHUMBA,5,KASHUMBA HEALTH CENTRE III,366,0,0,1,0,8,2.191780822,2.19,0,0,6,0,1,349,95.61643836,95.62,365,1,366,100
62,ISINGIRO,31,IHUNGA,4,EKYEMBOGO T C,137,2,0,0,0,1,0.7299270073,0.73,0,0,0,0,3,131,95.62043796,95.62,137,0,137,100
62,ISINGIRO,20,IRYANGO WARD,4,RYABOONA C.O.U,354,1,2,0,0,13,3.724928367,3.72,0,0,0,0,0,333,95.41547278,95.42,349,5,354,100
62,ISINGIRO,8,RUKUUBA,5,KAGYERA HILL,273,3,0,0,1,8,2.985074627,2.99,1,0,0,0,0,255,95.14925373,95.15,268,5,273,100
96,NTOROKO,28,MUKIMBA,1,MUKIMBA MUTARD SEED CHURCH,414,0,0,0,1,13,3.170731707,3.17,0,0,6,0,0,390,95.12195122,95.12,410,4,414,100
131,KAZO,10,MBOGO,3,OMUKANANASI TRADING CENTRE,408,4,0,1,1,6,1.470588235,1.47,0,0,4,1,3,388,95.09803922,95.1,408,0,408,100
62,ISINGIRO,2,KIGARAGARA,1,KIGARAGARA HEALTH CENTRE II,386,1,0,0,1,17,4.415584416,4.42,0,0,0,0,0,366,95.06493506,95.06,385,1,386,100
62,ISINGIRO,24,NYABUBAARE,2,KATUNTU PRI SCH,465,1,0,0,0,21,4.535637149,4.54,1,0,0,1,0,439,94.81641469,94.82,463,2,465,100
62,ISINGIRO,29,RWEKUBO WARD,4,KAHIRIMBI PRI SCH (M-Z),568,8,0,0,0,18,3.220035778,3.22,0,0,1,1,1,530,94.81216458,94.81,559,9,568,100
91,GOMBA,14,BUGULA,3,KASHONGI,173,0,0,0,1,8,4.733727811,4.73,0,0,0,0,0,160,94.67455621,94.67,169,4,173,100
34,NTUNGAMO,41,KITOJO WARD,1,RUSHEBEYA GROUNDS,419,5,0,0,0,14,3.341288783,3.34,0,0,1,2,1,396,94.51073986,94.51,419,0,419,100
27,MBARARA,19,BWENGURE,3,BWENGURE III C.O.U,554,1,0,1,2,20,3.65630713,3.66,0,0,5,1,1,516,94.33272395,94.33,547,7,554,100
62,ISINGIRO,6,KABAARE,7,ISHOZI ROCK TANK,299,2,0,0,0,11,3.678929766,3.68,0,0,4,0,0,282,94.31438127,94.31,299,0,299,100
62,ISINGIRO,28,KANKINGI,3,RUKINGA NURSERY SCH,418,2,0,0,1,17,4.066985646,4.07,0,0,0,3,1,394,94.25837321,94.26,418,0,418,100
62,ISINGIRO,20,IRYANGO WARD,2,IRYANGO PRI SCH,1064,3,1,0,1,51,4.852521408,4.85,1,0,5,1,1,987,93.91056137,93.91,1051,13,1064,100
46,KAMWENGE,17,KIZIBA,4,NYAMABARE C.O.U,412,3,0,0,0,18,4.390243902,4.39,0,0,3,0,1,385,93.90243902,93.9,410,2,412,100
62,ISINGIRO,6,KABUGU,3,KIGABAGABA PRI SCH A,343,1,1,0,0,14,4.142011834,4.14,1,0,3,0,1,317,93.78698225,93.79,338,5,343,100
62,ISINGIRO,27,KYABINUNGA,3,RWANYAKIHANGA,228,0,0,0,0,14,6.25,6.25,0,0,0,0,0,210,93.75,93.75,224,4,228,100
34,NTUNGAMO,41,KITOJO WARD,2,RURAMA TRADING CENTRE,537,4,0,0,1,23,4.283054004,4.28,1,0,4,0,1,503,93.66852886,93.67,537,0,537,100
62,ISINGIRO,1,KISYORO WARD,1,KABUYANDA ADVENTIST CHURCH,691,4,3,0,3,23,3.479576399,3.48,0,0,4,3,2,619,93.64599092,93.65,661,30,691,100
45,SSEMBABULE,5,KYEBANDO,4,KASANSA,317,0,0,0,0,19,6.188925081,6.19,0,0,1,0,0,287,93.48534202,93.49,307,10,317,100
78,BUDUDA,50,MAIKA,1,TEMBI P/S,187,0,0,0,0,9,4.918032787,4.92,0,0,1,0,2,171,93.44262295,93.44,183,4,187,100
65,KIRUHURA,38,KASHONGI,1,KASHONGI SUB COUNTY HQTRS,505,0,0,0,3,25,5,5,0,0,4,0,1,467,93.4,93.4,500,5,505,100
36,RAKAI,49,RWAKAKARA,4,RWAKACUCU,473,1,0,0,0,30,6.396588486,6.4,0,0,0,0,0,438,93.3901919,93.39,469,4,473,100
91,GOMBA,15,BUYANJA,1,LUZIGA C.O.U,157,0,0,0,0,10,6.756756757,6.76,0,0,0,0,0,138,93.24324324,93.24,148,9,157,100
27,MBARARA,22,KYANDAHI,3,KYENDAHI 3,491,4,0,0,3,23,4.684317719,4.68,0,0,4,0,0,457,93.07535642,93.08,491,0,491,100
62,ISINGIRO,7,NYAMUYANJA,1,NYAMUYANJA HEALTH CENTRE,633,0,0,0,1,34,5.396825397,5.4,1,2,5,1,0,586,93.01587302,93.02,630,3,633,100
62,ISINGIRO,30,RUHIIRA NORTHERN WARD,2,OMWICWAMBA,265,1,0,0,0,15,5.660377358,5.66,1,0,0,2,0,246,92.83018868,92.83,265,0,265,100
62,ISINGIRO,12,KASHOJWA,3,KAROKARUNGI,536,9,0,0,2,28,5.333333333,5.33,0,1,0,1,0,484,92.19047619,92.19,525,11,536,100
62,ISINGIRO,32,KABAARE WARD,6,RUHANGA BOREHOLE GROUNDS,153,4,0,0,0,7,4.666666667,4.67,0,0,0,0,1,138,92,92,150,3,153,100
62,ISINGIRO,33,KIRYABURO WARD,2,RWANKAKIRI PLAYGROUND,693,4,3,0,0,45,6.493506494,6.49,3,0,1,0,0,637,91.91919192,91.92,693,0,693,100
62,ISINGIRO,11,KYARUBAMBURA,4,KYAMUTURA,381,3,0,0,0,26,6.824146982,6.82,1,0,1,0,0,350,91.86351706,91.86,381,0,381,100
62,ISINGIRO,29,RWEKUBO WARD,6,KAKUNYU JUNIOR SCHOOL,691,17,0,0,0,40,5.805515239,5.81,0,0,0,0,0,632,91.72714078,91.73,689,2,691,100
62,ISINGIRO,17,KYARUGAAJU,5,RUBIRA TRADING CENTRE,226,4,0,0,0,9,3.982300885,3.98,0,0,3,0,3,207,91.59292035,91.59,226,0,226,100
34,NTUNGAMO,53,NYONGOZI WARD,1,NYONGOZI C.O.U,532,5,0,2,3,30,5.69259962,5.69,1,0,4,0,0,482,91.46110057,91.46,527,5,532,100
62,ISINGIRO,27,KYABINUNGA,5,KYABINUNGA HEALTH CENTRE II B,232,1,0,0,0,17,7.488986784,7.49,0,0,2,0,0,207,91.18942731,91.19,227,5,232,100
62,ISINGIRO,31,BITOOMA,3,RWABASHANDURA C.O.U,289,2,0,0,1,22,7.612456747,7.61,1,0,0,0,0,263,91.00346021,91,289,0,289,100
62,ISINGIRO,5,BURUNGAMO,3,KYAKABINDI PARENTS SCH,500,38,0,0,0,7,1.414141414,1.41,0,0,0,0,0,450,90.90909091,90.91,495,5,500,100
34,NTUNGAMO,50,KYAMWASHA B,1,KYAMWASHA HEALTH CENTRE,491,8,1,0,0,29,6.092436975,6.09,1,0,2,3,0,432,90.75630252,90.76,476,15,491,100
34,NTUNGAMO,51,NYAKIBAARE,1,KIHANGA PRI SCH I,275,2,0,1,0,17,6.181818182,6.18,0,0,4,2,0,249,90.54545455,90.55,275,0,275,100
89,BULAMBULI,19,BUMUGUSHA,2,BUMUGUSHA HC III,197,0,0,0,0,18,9.230769231,9.23,1,0,0,0,0,176,90.25641026,90.26,195,2,197,100
89,BULAMBULI,65,KIBANDA,1,KIBANDA T/C,306,3,0,1,1,23,7.958477509,7.96,1,0,0,0,0,260,89.96539792,89.97,289,17,306,100
62,ISINGIRO,3,KIKOKWA,5,BIRERE,291,1,0,1,2,23,8.156028369,8.16,1,0,1,0,0,253,89.71631206,89.72,282,9,291,100
48,KYENJOJO,44,KAITANYANA,1,KIZIRAHETE T/C,227,1,0,0,1,18,8.14479638,8.14,0,0,0,1,2,198,89.59276018,89.59,221,6,227,100
45,SSEMBABULE,8,LUTUNKU,3,KASOZI T/C,269,0,0,0,0,28,10.6870229,10.69,0,0,0,0,0,234,89.3129771,89.31,262,7,269,100
27,MBARARA,38,NTUURA,4,OMUKAGYERA PRI SCH (M-Z),493,3,0,0,1,39,8.024691358,8.02,0,0,8,3,1,431,88.68312757,88.68,486,7,493,100
62,ISINGIRO,10,KYAMPANGO WARD,1,RUGAAGA HEALTH CENTRE IV,484,0,0,0,0,50,10.48218029,10.48,0,1,3,1,0,422,88.46960168,88.47,477,7,484,100
34,NTUNGAMO,60,KAKUKURU WARD,2,MIGYERA PRI SCH,237,8,0,0,0,15,6.465517241,6.47,0,0,3,0,1,205,88.36206897,88.36,232,5,237,100
62,ISINGIRO,24,KABEREBERE EAST WARD,2,LUKA MEMORIAL PRI SCH (A- M),462,1,0,0,1,51,11.15973742,11.16,0,0,1,0,0,403,88.18380744,88.18,457,5,462,100
89,BULAMBULI,73,LUZZI,3,BILINDA GCS,172,0,0,1,1,19,11.04651163,11.05,0,0,0,0,0,151,87.79069767,87.79,172,0,172,100
89,BULAMBULI,13,BUKIBOLOGOTO,1,BUKIBOLOGOTO G.C.S,212,1,1,1,0,22,10.37735849,10.38,0,0,0,0,1,186,87.73584906,87.74,212,0,212,100
46,KAMWENGE,4,NTONWA,9,NTONWA PRI. SCH. (A-K),380,3,0,0,0,44,11.57894737,11.58,0,0,1,0,0,332,87.36842105,87.37,380,0,380,100
89,BULAMBULI,3,KIRWALI,1,BUGINYAYA S/CTY HQTRS.,412,2,0,0,0,48,11.85185185,11.85,0,0,0,0,2,353,87.16049383,87.16,405,7,412,100
36,RAKAI,39,LUKERERE,1,RYERU,749,0,0,3,0,89,12.07598372,12.08,0,0,2,1,2,640,86.8385346,86.84,737,12,749,100
62,ISINGIRO,12,KASHOJWA,1,KIRETWA NURSERY SCH,651,6,0,0,1,70,10.80246914,10.8,1,1,2,3,2,562,86.72839506,86.73,648,3,651,100
62,ISINGIRO,26,KABEREBERE WEST WARD,1,KABEREBERE COMMUNITY CENTRE,534,3,0,0,0,62,11.83206107,11.83,0,0,4,0,1,454,86.64122137,86.64,524,10,534,100
62,ISINGIRO,12,MABONA WARD,3,MABONA III,672,13,0,2,3,70,10.52631579,10.53,0,0,1,1,1,574,86.31578947,86.32,665,7,672,100
62,ISINGIRO,24,KABEREBERE EAST WARD,3,KYENYANGI CHURCH SCHOOL,527,3,0,0,1,63,12.35294118,12.35,1,0,2,0,0,440,86.2745098,86.27,510,17,527,100
34,NTUNGAMO,22,KITASHEKWA WARD,2,RWERA PRI SCH,229,8,0,0,0,19,8.370044053,8.37,0,0,4,1,0,195,85.9030837,85.9,227,2,229,100
53,YUMBE,45,KANABU WARD,1,KANABU PRIMARY SCHOOL,122,1,0,0,0,16,13.33333333,13.33,0,0,0,0,0,103,85.83333333,85.83,120,2,122,100
89,BULAMBULI,3,KIRWALI,2,ELIMU CHURCH,296,1,0,0,0,41,13.85135135,13.85,0,0,0,0,0,254,85.81081081,85.81,296,0,296,100
62,ISINGIRO,24,KABEREBERE EAST WARD,4,LUKA MEMORIAL PRI SCH (N- Z),368,4,0,0,2,41,11.45251397,11.45,0,0,3,0,1,307,85.75418994,85.75,358,10,368,100
62,ISINGIRO,3,KIKOKWA,6,MIKONOIGANA GROUND,277,2,0,1,2,33,12.08791209,12.09,0,0,1,0,0,234,85.71428571,85.71,273,4,277,100
118,BUTEBO,33,KINAKUMI,2,OLINGA'S GROUND,300,3,1,0,0,36,12.16216216,12.16,0,0,2,0,2,252,85.13513514,85.14,296,4,300,100
106,MITOOMA,41,KARANGARA,1,KARANGARA CATHOLIC CHURCH,197,5,0,2,0,16,8.24742268,8.25,0,0,6,0,0,165,85.05154639,85.05,194,3,197,100
45,SSEMBABULE,5,BULONGO,7,KABEWO,473,0,0,0,0,67,14.85587583,14.86,0,0,2,1,0,381,84.4789357,84.48,451,22,473,100
53,YUMBE,83,MULUMBE,4,ACHILAKA T/C,277,2,1,1,2,29,10.46931408,10.47,2,2,0,1,3,234,84.4765343,84.48,277,0,277,100
89,BULAMBULI,90,TABALI,2,BUGINYANYA P.S.,192,0,0,0,1,31,16.23036649,16.23,0,0,0,0,0,159,83.2460733,83.25,191,1,192,100
18,KISORO,10,GISORORA,1,NYAKABANDE PRI SCH PLAYGROUND A,365,2,0,0,1,52,14.77272727,14.77,2,0,2,0,1,292,82.95454545,82.95,352,13,365,100
118,BUTEBO,12,KITOIKA WONONI,1,TINGOLI C/U,543,4,1,1,0,87,16.14100186,16.14,0,0,1,0,0,445,82.56029685,82.56,539,4,543,100
69,NAKASEKE,65,NGOMA CENTRAL WARD,1,NGOMA PLAYGROUND,613,0,0,0,1,104,17.13344316,17.13,0,0,1,1,0,500,82.3723229,82.37,607,6,613,100
62,ISINGIRO,11,KAMURI WARD,8,MUSLIM PRI SCH/KAMURI I (O-Z),269,7,0,1,0,32,12.16730038,12.17,0,0,0,0,7,216,82.12927757,82.13,263,6,269,100
62,ISINGIRO,2,KYAMUSONI,2,KYAMUSOONI PRI SCH,738,11,1,0,2,105,14.22764228,14.23,0,1,13,0,1,604,81.84281843,81.84,738,0,738,100
15,KASESE,25,KATUNGURU,1,KATUNGURU PRI. SCH.,786,5,0,4,1,129,16.58097686,16.58,0,0,5,1,1,632,81.23393316,81.23,778,8,786,100
89,BULAMBULI,60,GANZO,1,KITOBO C.O.U,450,4,1,0,0,74,17.61904762,17.62,0,0,0,0,0,341,81.19047619,81.19,420,30,450,100
62,ISINGIRO,3,KIKOKWA,1,RWEIZIRIINGIRO,370,1,0,0,0,67,18.66295265,18.66,0,0,0,0,0,291,81.05849582,81.06,359,11,370,100
78,BUDUDA,53,SHIBANGA,1,BUNASITYA MAIN,153,4,0,0,1,25,16.44736842,16.45,0,0,0,0,0,122,80.26315789,80.26,152,1,153,100
53,YUMBE,44,AKAYA WARD,2,TENDELE MANGO TREE,230,4,0,1,1,38,16.74008811,16.74,0,0,2,0,0,181,79.73568282,79.74,227,3,230,100
62,ISINGIRO,12,KASHOJWA,2,KASHOJWA PARISH HQTRS,534,20,0,0,0,77,15.2173913,15.22,1,0,4,1,1,402,79.44664032,79.45,506,28,534,100
34,NTUNGAMO,28,NGOMBA WARD,5,KATOOMA C.O.U,236,44,0,0,2,6,2.666666667,2.67,0,0,2,0,0,171,76,76,225,11,236,100
118,BUTEBO,60,KANGINIMA WARD,1,KANGINIMA PRI. SCH.,170,1,2,0,0,39,23.07692308,23.08,0,0,1,0,0,126,74.55621302,74.56,169,1,170,100
78,BUDUDA,40,RENYELI,1,RENYELI P/S,220,1,1,1,0,51,24.75728155,24.76,0,0,0,0,0,152,73.78640777,73.79,206,14,220,100
26,MBALE,56,NALUMOYA WARD,2,MUJINI SOCIAL CENTRE,335,3,1,0,0,89,27.05167173,27.05,0,0,1,0,0,235,71.42857143,71.43,329,6,335,100
53,YUMBE,41,NYAI WARD,1,NYAI,347,10,2,0,0,103,30.74626866,30.75,3,0,0,0,1,216,64.47761194,64.48,335,12,347,100
34,NTUNGAMO,1,BUTARE,3,MUJWA PRI SCH,522,59,0,0,4,54,10.56751468,10.57,2,1,81,0,0,310,60.66536204,60.67,511,11,522,100
53,YUMBE,46,KULULUA WARD,1,AWUNANA,90,6,2,4,0,26,29.88505747,29.89,0,1,0,1,1,46,52.87356322,52.87,87,3,90,100
26,MBALE,15,BUSHIUYO,3,BUSHIUYO PRI. SCH.,250,2,1,2,0,110,45.08196721,45.08,0,0,1,0,0,128,52.45901639,52.46,244,6,250,100
142,MBALE_CITY,42,NANYUNZA,1,MAKOSI T/C,622,13,1,1,0,294,47.26688103,47.27,1,0,0,1,1,310,49.8392283,49.84,622,0,622,100
78,BUDUDA,45,NAMAITSU,2,NAMAITSU PRI SCH,443,4,0,1,0,311,73.52245863,73.52,0,0,0,1,0,106,25.05910165,25.06,423,20,443,100